,cached_download_latency@client,cached_download_time@client,cpu@cache,cpu_limit,disk_node@cache,disk_write_speed@cache,failed_reqs_per_sec@client,filesize@client,idle_node_23@cache,iowait_node_23@cache,iowait_node_23_perc@cache,irq_node_23@cache,mem@cache,non_cached_download_latency@client,non_cached_download_time@client,rx_bitrate_cadv@cache:server,softirq_node_23@cache,tasks_uninterruptible_cadv@cache,tcp_established_cadv@cache,tx_bitrate_cadv@cache:client,tx_packet_size_cadv@cache:client,vcdn_users@client,wl_cachedperc,wl_filesize,wl_ratelimit
0,0.018689540539168038,0.02044747572439329,28.279351664698517,100,0.018489112622265387,37228.08888888889,0.0,1.0485759999999995,1.6970745412665913,0.0,0.0,0.0,39.70507662222222,0.018565705658235857,0.020146457487547315,194.0258814629333,0.09944506914102487,0.0,0.17777777777777778,197.894070848,4217.386218789446,10.0,90,1000,2000
1,0.01996887721424662,0.02315805933585144,62.2801097024244,100,0.01813080690224353,40112.86384386813,0.0,1.0485759999999995,1.3211654577375231,0.0,0.0,0.0,44.05648695652174,0.01982592643615416,0.022722227041021413,461.9840899491766,0.23488753347735664,0.0,0.2608695652173913,473.1126470399401,4256.177253844883,25.0,90,1000,2000
2,0.021642900889660543,0.02614834498323828,88.64693546504637,100,0.01665274102187268,43770.56834782608,0.0,1.0485759999999995,1.1020778135289329,0.0,0.0,0.0,47.47157147826086,0.021652049459211342,0.02540881137272001,684.1384112301449,0.32130411475537096,0.0,0.6086956521739131,696.8343871735652,4307.008497316293,35.0,90,1000,2000
3,0.024357158936423796,0.03090363948012647,113.08476874847848,100,0.016622446333360057,52568.70115555556,0.0,1.0485759999999995,0.82276688224882,0.0,0.0,0.0,51.31395982222224,0.025169201441695658,0.03127844934045437,937.4157708986075,0.42021329798993773,0.0,1.2444444444444445,958.4340298455703,4375.71465774561,50.0,90,1000,2000
4,0.03629930338387402,0.0560601397166262,143.67493716692223,100,0.02008831417764411,54047.99431111111,0.0,1.0485759999999995,0.4072224581473394,0.00022222227777778697,0.048332019961553126,0.0,56.63093191111111,0.037664583219259445,0.05556187553193897,1244.299532905126,0.5966509265238482,0.0,4.844444444444444,1274.0052417114073,4301.156581193091,75.0,90,1000,2000
5,0.05438186820874791,0.08250847952911959,175.91572757193777,100,0.015111090944445866,56433.77777777778,0.0,1.0485759999999995,0.14044501549965077,0.0,0.0,0.0,60.39433671111111,0.05550300493743118,0.08277802759450949,1515.0457189575704,0.7307699810421201,0.0,7.4,1656.6604938634662,4224.385502753588,100.0,90,1000,2000
6,0.2097114115738019,0.25791496462223035,189.74905128510449,100,0.018134024011299633,75548.17137777779,0.0,1.0485759999999995,0.026776778445203906,0.0,0.0,0.0,76.36564195555555,0.2149800790993871,0.26294830849264017,1516.3393400637037,0.8453219242471294,0.0,31.133333333333333,1902.9854044124445,4251.210814012674,150.0,90,1000,2000
7,0.4168080702594339,0.4748806980454195,190.68224944284893,100,0.01724242449951165,72562.43010370371,0.0,1.0485759999999995,0.020555834583791077,0.0,0.0,0.0,85.4516622222222,0.426316320144019,0.4816941231850262,1231.8120242481777,0.8650876071885648,0.0,50.6,1862.5026893957922,4148.050589358263,200.0,90,1000,2000
8,0.6380893575274458,0.6943111055407934,188.5348918653695,100,0.017199047809948288,65000.30388148148,0.0,1.0485759999999995,0.006666666666407966,0.0,0.0,0.0,89.73889991111112,0.642706606071636,0.6957311433071904,1084.3812994757925,0.8947671246084096,0.0,66.2,1820.8305661971556,4123.833791689134,250.0,90,1000,2000
9,0.8013186640238787,0.9076482866070781,197.00285129083193,100,0.019199512888737502,72314.91034074074,0.0,1.0485759999999995,0.01611733705788779,0.0,0.0,0.0,103.13491342222221,0.7934668504588619,0.9005757107639092,1014.0293643012149,0.8472050957578477,0.0,78.5111111111111,1941.8098517229632,4095.785362017424,300.0,90,1000,2000
