,cached_download_latency@client,cached_download_time@client,cpu@cache,cpu_limit,disk_node@cache,disk_write_speed@cache,failed_reqs_per_sec@client,filesize@client,idle_node_23@cache,iowait_node_23@cache,iowait_node_23_perc@cache,irq_node_23@cache,mem@cache,non_cached_download_latency@client,non_cached_download_time@client,rx_bitrate_cadv@cache:server,softirq_node_23@cache,tasks_uninterruptible_cadv@cache,tcp_established_cadv@cache,tx_bitrate_cadv@cache:client,tx_packet_size_cadv@cache:client,vcdn_users@client,wl_cachedperc,wl_filesize,wl_ratelimit
323,0.9175684232430363,4.815869034137111,95.9931741870221,100,0.027691358901563982,42523.06306626172,0.0,5.242880000000002,0.003333333333203983,0.0,0.0,0.0,60.46078293333332,0.957293124517483,5.02254239689822,771.3170595862764,0.4843436758636983,0.0,85.71111111111111,967.0523237025981,3975.5764451100604,125.0,70,5000,1000
324,0.017061242758220505,0.04080226898217559,45.83027152587852,100,0.025195960197581673,53006.74330459264,0.0,2.097151999999999,0.5408807916831846,0.0,0.0,0.0,22.67136,0.01800188424704035,0.042214478933175044,348.2481734643964,0.1564436838331424,0.0,0.4222222222222222,352.6460928469465,4190.743517069279,10.0,90,2000,1000
325,0.01939213377390303,0.04918089669554471,58.92340209433866,100,0.025064893642662532,52299.21642530935,0.0,2.097151999999999,0.368552385604291,0.0,0.0,0.0,25.320197688888896,0.019814520630725405,0.04808196696302353,503.01951862857044,0.2284473050840504,0.0,0.7111111111111111,522.2374597145429,4203.887396473364,15.0,90,2000,1000
326,0.025404401206604612,0.06754433232588938,74.78789898542989,100,0.024890803690622996,59692.39410276782,0.0,2.097151999999999,0.2128999169505971,0.0,0.0,0.0,25.570781866666675,0.025948663745790093,0.06602290813180749,678.8988919150328,0.2970054813949258,0.0,1.488888888888889,681.983522163513,4198.838922704036,20.0,90,2000,1000
327,0.036273313304976,0.10716501101169001,82.34033998598154,100,0.033159203912017286,60301.752372880226,0.0,2.097151999999999,0.12754918502630178,0.0,0.0,0.0,28.006627555555543,0.03971253232977404,0.10909431365071046,804.1303805843901,0.35089354414004936,0.0,2.2444444444444445,828.3452754380553,4188.35048646357,25.0,90,2000,1000
328,0.09429824076346864,0.21942981912049994,85.69885640652262,100,0.025288268377630974,57119.05757490825,0.0,2.097151999999999,0.11910278194269847,0.0,0.0,0.0,30.86700088888889,0.09436329445709404,0.21575991815848639,919.0781879092119,0.3512146409703283,0.0,5.933333333333334,928.6115844484685,6148.29128464337,35.0,90,2000,1000
329,0.21590108225188734,0.4828383718842251,95.33067689028134,100,0.019599179677553848,44043.476851440944,0.0,2.097151999999999,0.004444555666953115,0.0,0.0,0.0,34.91485013333333,0.22282995937365413,0.48728319723051616,836.1822565588752,0.4782401951017761,0.0,19.91111111111111,944.9005902972742,4164.993046157937,50.0,90,2000,1000
330,0.4221613919870917,0.9165674000792727,97.6175067906061,100,0.020045223855761497,45245.327474051155,0.0,2.097151999999999,0.005334667333459822,0.0,0.0,0.0,41.01534151111112,0.42770448805802236,0.9172700190357702,769.0936468234743,0.4936822298733469,0.0,33.75555555555555,975.7530047912135,4142.725563579133,75.0,90,2000,1000
331,0.6309065729209917,1.3515725453174867,97.76930155271488,100,0.02044306888854662,40369.06133066533,0.0,2.0971519999999995,0.0006666666666407966,0.0,0.0,0.0,46.239288888888886,0.6358543217065393,1.3668465912489722,677.2372517455882,0.5022161637762662,0.0,45.17777777777778,947.6707391078967,4135.575881656261,100.0,90,2000,1000
332,0.8345902322894787,1.7850923171401463,95.60829846655754,100,0.029422135399979826,39871.58021659905,0.0,2.0971519999999995,0.0005557223613468315,0.0,0.0,0.0,51.31778275555557,0.8450897926562717,1.795802621212616,581.800862437234,0.4909042786229647,0.0,57.15555555555556,889.0875266285389,4120.519271236635,125.0,90,2000,1000
333,0.017684033190384862,0.06464265455371762,55.218448100615326,100,0.02093389152234172,49151.13572102837,0.0,3.145727999999999,0.40121389196363777,0.0,0.0,0.0,22.267130311111117,0.020110936228253044,0.0695383954293542,513.9311982222824,0.2182226499761694,0.0,0.4888888888888889,524.7919647912515,4195.028347730315,10.0,90,3000,1000
334,0.024786204388285445,0.09932176718703568,77.91961325252656,100,0.023511156955576977,52608.77474702818,0.0,3.145727999999999,0.20177595969338238,0.0,0.0,0.0,25.229539555555547,0.026379266497764568,0.10395855494621728,721.8649899621513,0.30010796591587774,0.0,1.9111111111111112,734.1827837888106,4190.377168329856,15.0,90,3000,1000
335,0.03849242796677949,0.15718137367793011,85.26236145561072,100,0.02529242541199347,58759.68834385003,0.0,3.145727999999999,0.08011200866680071,0.0,0.0,0.0,27.20799857777778,0.039942629653594165,0.15803568080974906,826.195860561883,0.37666193249881497,0.0,3.577777777777778,847.1497416604129,4180.936891597822,20.0,90,3000,1000
336,0.07420566801163932,0.2636294501702734,67.22584978062635,100,0.028444601988922614,56070.44874973521,0.0,3.145727999999999,0.2566545703294038,0.0,0.0,0.0,28.113942755555556,0.07988038481395507,0.2680231724325547,879.0325878214012,0.2347722379986163,0.0,2.8666666666666667,896.7500125099837,9167.598149471918,25.0,90,3000,1000
337,0.14399985996183912,0.5184294456108905,71.89673609215006,100,0.025511202955581583,58651.315241223834,0.0,3.145727999999999,0.21511475336769517,0.0,0.0,0.0,30.462953244444442,0.1538164354582706,0.5177045859677105,865.48493420704,0.2574487607020333,0.0,5.777777777777778,894.3667112102974,5777.137216355111,35.0,90,3000,1000
338,0.27939831018051403,0.9220058261910908,94.69986912534416,100,0.03172993636582493,50943.31774313824,0.0,3.145727999999999,0.01333661275062581,0.0008888888888888897,5.714285714048136,0.0,36.11871004444444,0.289200119592912,0.9233415271397232,840.4559074898046,0.463214483109177,0.0,27.933333333333334,942.8530218057955,4153.657556726743,50.0,90,3000,1000
339,0.4801457751110607,1.580558284535418,100.66344124198368,100,0.02542289115570775,54567.822222222225,0.0,3.1457279999999996,0.007222222222480923,0.0,0.0,0.0,41.46817706666667,0.49054090949795515,1.579389121357736,763.7436373524148,0.47300966920504095,0.0,44.577777777777776,958.6356348130963,4144.672982825386,75.0,90,3000,1000
